value,label
5,0
4532,0
17491,0
17454,0
18795,0
20070,0
20423,0
19954,0
18144,0
16021,0
12937,0
11345,0
9892,0
9296,0
8768,0
9917,0
10131,0
11247,0
12333,0
13829,0
14416,0
15740,0
15835,0
15438,0
15537,0
15597,0
17187,0
17700,0
19013,0
20113,0
21537,0
20671,0
19224,0
15181,0
12498,0
11368,0
10114,0
9220,0
8879,0
8861,0
9638,0
11243,0
12253,0
13756,0
14362,0
15626,0
15879,0
17465,0
16586,0
16449,0
18217,0
18378,0
18284,0
20060,0
20727,0
20312,0
18024,0
14941,0
13242,0
11718,0
10816,0
9641,0
9962,0
8889,0
9348,0
11480,0
12378,0
13694,0
14508,0
14961,0
15260,0
15526,0
15757,0
15470,0
16981,0
18264,0
19641,0
20041,0
21417,0
20127,0
18972,0
15661,0
13411,0
12158,0
10367,0
9105,0
8564,0
9086,0
10124,0
11505,0
11975,0
13130,0
14108,0
15598,0
15025,0
16010,0
15695,0
15776,0
16701,0
17499,0
17676,0
17801,0
18258,0
17934,0
16478,0
14199,0
11970,0
9828,0
10157,0
8538,0
8306,0
9461,0
8251,0
9546,0
11701,0
12595,0
13482,0
14844,0
14214,0
14622,0
15090,0
15672,0
16204,0
16900,0
16990,0
17069,0
17012,0
17210,0
16280,0
14219,0
12772,0
11751,0
10410,0
10135,0
9268,0
8699,0
10487,0
11467,0
11629,0
13118,0
14272,0
14345,0
14579,0
14849,0
15320,0
16192,0
16678,0
17233,0
18360,0
19521,0
19510,0
19600,0
17863,0
14821,0
12936,0
11234,0
9745,0
8800,0
8653,0
9276,0
9139,0
10167,0
11482,0
13031,0
14221,0
15055,0
15136,0
15571,0
15047,0
15791,0
17254,0
18059,0
19289,0
20401,0
21283,0
20512,0
18190,0
15298,0
13043,0
10830,0
10337,0
9601,0
8721,0
8990,0
9563,0
10843,0
11731,0
13274,0
15000,0
15233,0
16279,0
15577,0
15478,0
15861,0
17422,0
17704,0
18673,0
19878,0
20659,0
20249,0
17894,0
15118,0
12943,0
11154,0
10147,0
9425,0
9127,0
9095,0
10018,0
12152,0
12459,0
14138,0
14699,0
15374,0
15148,0
14935,0
15366,0
15473,0
16405,0
17410,0
20818,0
21758,0
21880,0
21167,0
18119,0
14963,0
13074,0
11001,0
10435,0
9294,0
8722,0
9330,0
9596,0
11100,0
13048,0
13602,0
14677,0
15248,0
15732,0
15388,0
15967,0
15985,0
17359,0
18092,0
17776,0
19279,0
19595,0
19363,0
17827,0
16179,0
14295,0
12143,0
10387,0
10375,0
10506,0
9551,0
10151,0
11643,0
12530,0
13878,0
14717,0
15773,0
15756,0
15930,0
15867,0
15440,0
16336,0
17426,0
17997,0
18095,0
18371,0
17648,0
17054,0
15152,0
12988,0
11479,0
10696,0
9248,0
10584,0
8211,0
8618,0
9856,0
10684,0
12966,0
13220,0
14309,0
15727,0
15328,0
15456,0
17453,0
17038,0
17413,0
17312,0
17841,0
18899,0
17749,0
16388,0
14235,0
12660,0
11816,0
10615,0
9657,0
8920,0
8349,0
8736,0
9394,0
11734,0
13071,0
13918,0
15552,0
16062,0
15930,0
15965,0
15589,0
17469,0
18726,0
20272,0
21180,0
21891,0
21402,0
19530,0
16716,0
14039,0
12674,0
11568,0
10314,0
10321,0
9677,0
9806,0
11824,0
13111,0
14585,0
14966,0
15781,0
15856,0
16123,0
16700,0
17246,0
18428,0
18565,0
19444,0
21689,0
22068,0
20781,0
18830,0
16226,0
13141,0
11877,0
9854,0
9131,0
9231,0
8507,0
9988,0
11345,0
11952,0
14342,0
15455,0
15932,0
14230,0
6067,1
15751,0
16085,0
17024,0
18117,0
18510,0
19378,0
20396,0
20498,0
18406,0
15442,0
13094,0
11167,0
10212,0
9350,0
8922,0
8650,0
9948,0
11174,0
12222,0
13664,0
14777,0
15595,0
15736,0
15855,0
16208,0
15998,0
16740,0
18148,0
18271,0
19772,0
21299,0
20365,0
17681,0
15757,0
13594,0
11584,0
10601,0
10041,0
9698,0
9880,0
10121,0
11854,0
13170,0
15236,0
14473,0
14582,0
15144,0
15754,0
15899,0
16105,0
17394,0
18171,0
17804,0
18959,0
19557,0
18770,0
17218,0
14227,0
13237,0
10738,0
9395,0
8546,0
9260,0
9120,0
9611,0
10839,0
11531,0
13335,0
13827,0
15095,0
15219,0
15334,0
16614,0
15602,0
16256,0
17382,0
17299,0
17442,0
17779,0
17566,0
16463,0
14922,0
12839,0
11496,0
10042,0
8914,0
9615,0
8737,0
8793,0
10254,0
11209,0
13010,0
13569,0
14328,0
14609,0
15690,0
15478,0
16981,0
17613,0
18021,0
17266,0
16938,0
17347,0
17113,0
15784,0
14208,0
12585,0
11388,0
10110,0
9168,0
9207,0
8512,0
8454,0
10170,0
12174,0
12689,0
14053,0
14686,0
15716,0
16286,0
16464,0
17240,0
18722,0
19425,0
19244,0
19543,0
19910,0
18871,0
17198,0
14216,0
12249,0
10327,0
9529,0
8882,0
8066,0
8122,0
8905,0
10067,0
10655,0
12437,0
13718,0
15046,0
15196,0
14899,0
15386,0
15081,0
17386,0
18343,0
19521,0
19801,0
21588,0
18934,0
18238,0
15227,0
13148,0
10964,0
10571,0
8540,0
8390,0
8515,0
9433,0
11350,0
12368,0
14268,0
16399,0
16053,0
15723,0
15194,0
16013,0
16588,0
17684,0
18556,0
20263,0
21045,0
22194,0
20738,0
17459,0
14522,0
12143,0
10530,0
9787,0
8546,0
8130,0
8550,0
9312,0
9184,0
10011,0
11437,0
12813,0
12631,0
12794,0
12995,0
13432,0
13127,0
13240,0
14584,0
15582,0
16644,0
16863,0
15976,0
14618,0
12817,0
10924,0
9407,0
8125,0
8021,0
7377,0
8211,0
8392,0
9241,0
9814,0
10929,0
11569,0
12338,0
13058,0
12098,0
11694,0
11770,0
13409,0
13292,0
13856,0
14235,0
15441,0
14747,0
13282,0
10661,0
9228,0
8384,0
7616,0
6909,0
6521,0
6204,0
5702,0
6427,0
7520,0
7150,0
7878,0
7962,0
7974,0
7993,0
8350,0
8213,0
8762,0
9590,0
9967,0
9880,0
9589,0
9951,0
9144,0
8493,0
8587,0
7006,0
6471,0
6366,0
5577,0
5373,0
5837,0
6168,0
6940,0
7493,0
7998,0
7978,0
8290,0
8980,0
8899,0
8978,0
9576,0
8989,0
8699,0
9113,0
9486,0
8939,0
7936,0
7394,0
6762,0
6976,0
5479,0
4643,0
5003,0
4747,0
4880,0
5182,0
5890,0
6875,0
6907,0
7027,0
8055,0
7395,0
8244,0
8782,0
9026,0
9410,0
9972,0
9449,0
11157,0
10633,0
9713,0
8194,0
7168,0
6380,0
5764,0
5774,0
5404,0
6015,0
5599,0
6037,0
6665,0
7841,0
8234,0
8353,0
8875,0
8636,0
9610,0
9688,0
9293,0
10306,0
10519,0
11651,0
12323,0
10978,0
11794,0
9102,0
7653,0
7696,0
7422,0
6223,0
5759,0
5608,0
6178,0
6533,0
6906,0
