value,label
0,0
153,0
159,0
188,0
116,0
137,0
214,0
246,0
175,0
196,0
232,0
203,0
208,0
245,0
235,0
193,0
160,0
99,0
66,0
50,0
40,0
37,0
59,0
68,0
74,0
88,0
213,0
165,0
309,0
182,0
221,0
196,0
152,0
144,0
226,0
267,0
238,0
264,0
282,0
333,0
148,0
122,0
99,0
71,0
48,0
49,0
54,0
111,0
170,0
83,0
107,0
247,0
152,0
278,0
206,0
161,0
132,0
141,0
297,0
219,0
261,0
288,0
283,0
421,0
172,0
182,0
83,0
77,0
63,0
51,0
61,0
116,0
134,0
138,0
253,0
188,0
167,0
142,0
166,0
185,0
237,0
181,0
265,0
260,0
263,0
355,0
257,0
186,0
194,0
111,0
65,0
49,0
44,0
48,0
49,0
56,0
62,0
212,0
181,0
292,0
219,0
186,0
198,0
174,0
187,0
272,0
198,0
177,0
277,0
216,0
328,0
230,0
163,0
109,0
80,0
51,0
52,0
41,0
40,0
113,0
130,0
139,0
156,0
159,0
121,0
130,0
139,0
155,0
125,0
134,0
142,0
203,0
189,0
162,0
326,0
158,0
184,0
109,0
97,0
76,0
61,0
46,0
52,0
106,0
92,0
139,0
156,0
164,0
227,0
217,0
195,0
213,0
307,0
285,0
188,0
293,0
311,0
218,0
240,0
244,0
135,0
111,0
124,0
81,0
38,0
42,0
54,0
74,0
129,0
125,0
327,0
156,0
194,0
169,0
217,0
233,0
331,0
366,0
267,0
274,0
202,0
197,0
274,0
192,0
136,0
102,0
59,0
48,0
37,0
41,0
46,0
105,0
117,0
148,0
205,0
106,0
198,0
150,0
154,0
226,0
201,0
305,0
348,0
194,0
286,0
302,0
188,0
210,0
130,0
185,0
110,0
75,0
64,0
105,0
63,0
80,0
113,0
171,0
145,0
213,0
330,0
211,0
159,0
162,0
165,0
233,0
234,0
191,0
301,0
238,0
352,0
190,0
160,0
114,0
83,0
53,0
50,0
49,0
158,0
117,0
96,0
108,0
120,0
186,0
194,0
159,0
178,0
182,0
233,0
246,0
187,0
239,0
175,0
274,0
187,0
256,0
135,0
109,0
82,0
54,0
35,0
29,0
39,0
155,0
63,0
180,0
118,0
147,0
211,0
171,0
250,0
204,0
341,0
247,0
207,0
212,0
257,0
301,0
189,0
257,0
142,0
120,0
142,0
67,0
60,0
50,0
59,0
65,0
113,0
140,0
110,0
122,0
154,0
179,0
218,0
157,0
178,0
248,0
458,0
175,0
188,0
205,0
195,0
211,0
223,0
124,0
82,0
68,0
49,0
45,0
63,0
70,0
223,0
107,0
289,0
128,0
156,0
268,0
293,0
197,0
199,0
263,0
187,0
471,0
312,0
259,0
313,0
266,0
210,0
121,0
91,0
63,0
41,0
41,0
43,0
93,0
225,0
89,0
146,0
180,0
158,0
195,0
181,0
239,0
232,0
209,0
236,0
447,0
218,0
221,0
267,0
189,0
147,0
115,0
86,0
116,0
64,0
59,0
61,0
120,0
76,0
98,0
177,0
199,0
144,0
227,0
272,0
157,0
174,0
217,0
237,0
221,0
215,0
408,0
263,0
189,0
149,0
89,0
57,0
50,0
40,0
49,0
56,0
70,0
350,0
137,0
112,0
143,0
225,0
214,0
287,0
189,0
234,0
192,0
303,0
242,0
298,0
258,0
228,0
230,0
147,0
111,0
126,0
41,0
42,0
49,0
50,0
262,0
60,0
143,0
133,0
198,0
142,0
164,0
178,0
236,0
203,0
241,0
225,0
182,0
223,0
219,0
371,0
354,0
137,0
98,0
76,0
