value,label
0,0
803,0
22569,0
28766,0
30702,0
31292,0
30231,0
29992,0
30801,0
29994,0
28523,0
26495,0
26341,0
24053,0
26092,0
28373,0
26895,0
21782,0
19296,0
14201,0
13033,0
12404,0
11599,0
11320,0
11628,0
14262,0
17432,0
22894,0
24822,0
25429,0
25124,0
23949,0
21078,0
23998,0
23255,0
22164,0
21387,0
22339,0
22238,0
23352,0
23338,0
18512,0
17212,0
13944,0
13046,0
11435,0
12099,0
11620,0
10521,0
12261,0
15659,0
19901,0
22896,0
26977,0
26544,0
27692,0
25477,0
26824,0
27922,0
28253,0
29880,0
30143,0
33129,0
33588,0
37694,0
24170,0
18222,0
14170,0
11542,0
11284,0
10118,0
9906,0
13449,0
17289,0
20091,0
32729,0
31557,0
31204,0
31463,0
32164,0
34449,0
33823,0
29657,0
35037,0
28899,0
29045,0
36164,0
36581,0
33866,0
24653,0
18099,0
14971,0
12848,0
11516,0
13047,0
10980,0
13482,0
17966,0
23423,0
28303,0
32069,0
33716,0
33097,0
32807,0
33543,0
33985,0
34337,0
33931,0
33502,0
32963,0
35649,0
37151,0
33854,0
25875,0
19126,0
13434,0
10540,0
10434,0
10089,0
11174,0
12882,0
18225,0
22307,0
29264,0
32536,0
33127,0
34122,0
33726,0
34255,0
34215,0
34210,0
36639,0
35903,0
35417,0
35257,0
36585,0
35940,0
28437,0
22088,0
16754,0
16017,0
11584,0
9894,0
11685,0
12918,0
17657,0
21809,0
26478,0
30637,0
31827,0
30655,0
28434,0
31411,0
32911,0
32448,0
32653,0
31148,0
30433,0
32055,0
33876,0
32241,0
24837,0
17791,0
14643,0
12237,0
10510,0
9829,0
10921,0
14145,0
17519,0
24375,0
26740,0
27664,0
30585,0
31496,0
29818,0
30247,0
30582,0
29381,0
29219,0
27654,0
26111,0
27595,0
26630,0
26384,0
20847,0
17508,0
13305,0
11729,0
10579,0
11122,0
9686,0
10481,0
13382,0
15088,0
21805,0
23933,0
24335,0
24412,0
25716,0
24448,0
23846,0
24077,0
23930,0
23952,0
22806,0
22858,0
25866,0
23335,0
21761,0
18783,0
13754,0
11670,0
10276,0
9465,0
9630,0
10272,0
12183,0
13650,0
19383,0
25963,0
27516,0
28058,0
24996,0
28772,0
28254,0
28663,0
28366,0
30095,0
30049,0
32419,0
33622,0
31605,0
22672,0
18610,0
12193,0
11678,0
9908,0
10832,0
10422,0
13716,0
17520,0
21344,0
26936,0
31497,0
32772,0
32156,0
32694,0
32872,0
32393,0
33048,0
33194,0
32641,0
33459,0
35837,0
36764,0
32575,0
24268,0
17478,0
13070,0
11295,0
10265,0
9659,0
10527,0
12969,0
17698,0
23729,0
27899,0
